x,y,z
-7.988979448990298,15.633928287599034,-5.726221113007215
0.10838595487543579,-3.4561435694148566,22.27279079526512
1.5654467777450125,10.915797237641303,29.04020701514243
0.7650859723122645,35.8319286479136,20.892022908514015
-8.880745093494973,20.98933144418281,8.33719878736666
5.575549949628529,-20.6610036416904,16.50780059735768
5.007798946269599,-5.699097703325436,2.59588032771267
0.8101097218326698,17.509116748123187,7.616963113306955
-3.3790788123108038,11.511373750703083,10.97466216263904
3.799399389318208,17.501810358684256,22.931989945341424
-3.4206788599274494,-1.4096958298405315,10.456789186365548
-5.778089158178037,18.08527533185835,-5.025083317441775
-8.760739841918674,14.536794370669192,16.7810569777352
-6.142363896532464,18.948033546075873,2.505887572883932
-1.3795370579041148,21.1476072896827,-8.761604716586026
7.671900217887305,-1.6618488400802285,14.697086648390117
-4.1022219900877115,34.92401495099453,25.799590613512272
3.5533136393011655,23.635653281846885,19.033774471231
-5.706229698498081,29.312051357833536,6.001023325932032
-9.43597808795447,27.019337427236547,17.956163329287918
5.040699667949633,17.2829837566427,13.846910561682657
5.6880541706845555,6.731936393353401,18.086145301935513
-1.3189710432726707,21.337517578899373,-8.787674314294138
-10.641848002555479,30.160853764157185,10.94021082649327
-6.944471254734277,26.225741218892416,21.151270492563505
-0.803444751035423,-3.6731782904418466,20.284138793007802
1.5840520939274296,-20.305596275059855,13.404801164456249
0.6822507904176933,21.934089807809844,-1.7104495007983607
-8.043091212048605,15.653847580354924,-4.903928812686628
2.0107002895889736,12.797906661472105,11.12378500011811
-0.13333139895751644,21.56587298939014,-8.72440684476354
-0.9789224562855114,19.61511205830406,-4.619143901765662
-6.691636487501194,20.15487598239413,6.9956277361615165
1.7392870413018449,7.404777964833367,13.517061619189528
-0.5036712857442627,35.218921180518684,14.092103421300349
-4.368972320686334,18.657088782748204,24.359057739963315
-0.3953129935222086,26.056918886249125,2.1348080002629892
-8.370515208748174,42.40869002239336,20.793722720833493
0.9489581723006406,41.73995868438976,26.275194650987324
3.7112504485802953,15.971249326203417,24.374919227280845
-8.490624445251843,19.951418667155156,-7.091846281984326
-5.676453491225999,6.579932739268794,27.205436231205052
2.5367832408831896,22.05429289621079,3.9301980388350843
-2.477299200991803,36.54589544994372,25.95039083529162
-1.477254106450815,9.80127138617504,29.46120542616194
0.5242902601028572,38.93163160202542,25.32235322121011
-1.2743173714366094,-3.829499280652577,14.790462585319794
-4.153213665792138,43.16592542391104,18.368009784112346
-0.6703131406307681,-1.6864180727690474,15.547150056619216
5.0630942785329,-29.604715274052932,16.235670875191396
-3.9679367068000513,-7.1215676114434245,10.528871037548301
-1.1745425642347265,20.64931681764261,2.53034957980905
-4.715652567671445,-3.0509636614702984,2.160933833964279
-5.646198067640161,0.8418983427306532,24.97198985524924
-7.163603182057958,34.1900336427413,11.743794045940344
-7.841729390742809,41.84899109166401,16.072350672215222
4.555663095048862,-2.8275321037159244,19.428876804102376
-2.705779234400546,33.82438866698451,24.97085290620663
1.2393459868407015,-6.930559432002317,20.2496469598951
-2.834786651895071,40.35518037607372,16.213189057749716
1.6687106624293881,24.98753071865496,20.73276919329533
-5.94706900885618,-1.8596017840253092,13.535296378234694
-5.28096010968792,17.277935768780733,7.417416416418281
-8.641299681009775,16.57587508044503,-3.94894977764508
-3.777957675751674,-6.684236626876347,4.009003803629002
-5.456172666505073,18.74825270164625,-6.2745442448539315
1.0213665637652403,29.2956787021167,5.334023032806398
-0.48143219744540167,19.72262895613066,6.531328355865245
-3.193733305455047,14.73083419958251,26.789571665590294
7.993478186202002,3.173971719716413,18.454074841019704
-9.5020986268256,37.17380090333939,26.0756939132337
-3.3764025301347083,-3.570574988360014,20.98243007016806
6.345798496327967,9.899834003147182,20.676318319593733
-5.105899692147469,-3.9066364096877293,10.618713780874707
-2.2939811708878386,26.673783725448892,4.193322682030965
-2.3753946816372213,-6.685733919756491,8.15590246232406
-1.9772232530487304,-6.600234218129853,9.210518956513145
1.0961858813608738,-12.74150271517713,20.516116291252967
-10.299236626880203,24.33789198818335,14.31548518718158
-0.2557900673574851,21.023984010695937,-6.9565293262421415
-7.258825648058105,13.277816760692861,13.54325797550972
-0.6323836821198965,-3.27817720393122,25.64896314006875
7.248638797997586,-4.605005415695368,9.872397567443997
1.8900321510613667,17.790489262266448,-6.5860053309014255
1.7180349717211398,-4.298785607177396,21.863120758717407
-4.213264607575309,0.9936912736571131,12.275246108557337
3.8619824838054173,-26.457982570709976,13.522471550838702
4.040464691411524,9.156542350224834,15.151146499304833
3.659381266401182,24.489310013966303,18.140675191548407
